REGION,TIMESLICE,FUEL,YEAR,VALUE
RE1,S22,WTREVT,2044,0
RE1,S22,WTREVT,2045,0
RE1,S22,WTREVT,2046,0
RE1,S22,WTREVT,2047,0
RE1,S22,WTREVT,2048,0
RE1,S22,WTREVT,2049,0
RE1,S22,WTREVT,2050,0
RE1,S22,WTRGWT,2020,0
RE1,S22,WTRGWT,2021,0
RE1,S22,WTRGWT,2022,0
RE1,S22,WTRGWT,2023,0
RE1,S22,WTRGWT,2024,0
RE1,S22,WTRGWT,2025,0
RE1,S22,WTRGWT,2026,0
RE1,S22,WTRGWT,2027,0
RE1,S22,WTRGWT,2028,0
RE1,S22,WTRGWT,2029,0
RE1,S22,WTRGWT,2030,0
RE1,S22,WTRGWT,2031,0
RE1,S22,WTRGWT,2032,0
RE1,S22,WTRGWT,2033,0
RE1,S22,WTRGWT,2034,0
RE1,S22,WTRGWT,2035,0
RE1,S22,WTRGWT,2036,0
RE1,S22,WTRGWT,2037,0
RE1,S22,WTRGWT,2038,0
RE1,S22,WTRGWT,2039,0
RE1,S22,WTRGWT,2040,0
RE1,S22,WTRGWT,2041,0
RE1,S22,WTRGWT,2042,0
RE1,S22,WTRGWT,2043,0
RE1,S22,WTRGWT,2044,0
RE1,S22,WTRGWT,2045,0
RE1,S22,WTRGWT,2046,0
RE1,S22,WTRGWT,2047,0
RE1,S22,WTRGWT,2048,0
RE1,S22,WTRGWT,2049,0
RE1,S22,WTRGWT,2050,0
RE1,S22,WTRSUR,2020,0
RE1,S22,WTRSUR,2021,0
RE1,S22,WTRSUR,2022,0
RE1,S22,WTRSUR,2023,0
RE1,S22,WTRSUR,2024,0
RE1,S22,WTRSUR,2025,0
RE1,S22,WTRSUR,2026,0
RE1,S22,WTRSUR,2027,0
RE1,S22,WTRSUR,2028,0
RE1,S22,WTRSUR,2029,0
RE1,S22,WTRSUR,2030,0
RE1,S22,WTRSUR,2031,0
RE1,S22,WTRSUR,2032,0
RE1,S22,WTRSUR,2033,0
RE1,S22,WTRSUR,2034,0
RE1,S22,WTRSUR,2035,0
RE1,S22,WTRSUR,2036,0
RE1,S22,WTRSUR,2037,0
RE1,S22,WTRSUR,2038,0
RE1,S22,WTRSUR,2039,0
RE1,S22,WTRSUR,2040,0
RE1,S22,WTRSUR,2041,0
RE1,S22,WTRSUR,2042,0
RE1,S22,WTRSUR,2043,0
RE1,S22,WTRSUR,2044,0
RE1,S22,WTRSUR,2045,0
RE1,S22,WTRSUR,2046,0
RE1,S22,WTRSUR,2047,0
RE1,S22,WTRSUR,2048,0
RE1,S22,WTRSUR,2049,0
RE1,S22,WTRSUR,2050,0
RE1,S22,AGRDSL,2020,0
RE1,S22,AGRDSL,2021,0
RE1,S22,AGRDSL,2022,0
RE1,S22,AGRDSL,2023,0
RE1,S22,AGRDSL,2024,0
RE1,S22,AGRDSL,2025,0
RE1,S22,AGRDSL,2026,0
RE1,S22,AGRDSL,2027,0
RE1,S22,AGRDSL,2028,0
RE1,S22,AGRDSL,2029,0
RE1,S22,AGRDSL,2030,0
RE1,S22,AGRDSL,2031,0
RE1,S22,AGRDSL,2032,0
RE1,S22,AGRDSL,2033,0
RE1,S22,AGRDSL,2034,0
RE1,S22,AGRDSL,2035,0
RE1,S22,AGRDSL,2036,0
RE1,S22,AGRDSL,2037,0
RE1,S22,AGRDSL,2038,0
RE1,S22,AGRDSL,2039,0
RE1,S22,AGRDSL,2040,0
RE1,S22,AGRDSL,2041,0
RE1,S22,AGRDSL,2042,0
RE1,S22,AGRDSL,2043,0
RE1,S22,AGRDSL,2044,0
RE1,S22,AGRDSL,2045,0
RE1,S22,AGRDSL,2046,0
RE1,S22,AGRDSL,2047,0
RE1,S22,AGRDSL,2048,0
RE1,S22,AGRDSL,2049,0
RE1,S22,AGRDSL,2050,0
RE1,S22,PUBWAT,2020,0
RE1,S22,PUBWAT,2021,0
RE1,S22,PUBWAT,2022,0
RE1,S22,PUBWAT,2023,0
RE1,S22,PUBWAT,2024,0
RE1,S22,PUBWAT,2025,0
RE1,S22,PUBWAT,2026,0
RE1,S22,PUBWAT,2027,0
RE1,S22,PUBWAT,2028,0
RE1,S22,PUBWAT,2029,0
RE1,S22,PUBWAT,2030,0
RE1,S22,PUBWAT,2031,0
RE1,S22,PUBWAT,2032,0
RE1,S22,PUBWAT,2033,0
RE1,S22,PUBWAT,2034,0
RE1,S22,PUBWAT,2035,0
RE1,S22,PUBWAT,2036,0
RE1,S22,PUBWAT,2037,0
RE1,S22,PUBWAT,2038,0
RE1,S22,PUBWAT,2039,0
RE1,S22,PUBWAT,2040,0
RE1,S22,PUBWAT,2041,0
RE1,S22,PUBWAT,2042,0
RE1,S22,PUBWAT,2043,0
RE1,S22,PUBWAT,2044,0
RE1,S22,PUBWAT,2045,0
RE1,S22,PUBWAT,2046,0
RE1,S22,PUBWAT,2047,0
RE1,S22,PUBWAT,2048,0
RE1,S22,PUBWAT,2049,0
RE1,S22,PUBWAT,2050,0
RE1,S22,PWRWAT,2020,0
RE1,S22,PWRWAT,2021,0
RE1,S22,PWRWAT,2022,0
RE1,S22,PWRWAT,2023,0
RE1,S22,PWRWAT,2024,0
RE1,S22,PWRWAT,2025,0
RE1,S22,PWRWAT,2026,0
RE1,S22,PWRWAT,2027,0
RE1,S22,PWRWAT,2028,0
RE1,S22,PWRWAT,2029,0
RE1,S22,PWRWAT,2030,0
RE1,S22,PWRWAT,2031,0
RE1,S22,PWRWAT,2032,0
RE1,S22,PWRWAT,2033,0
RE1,S22,PWRWAT,2034,0
RE1,S22,PWRWAT,2035,0
RE1,S22,PWRWAT,2036,0
RE1,S22,PWRWAT,2037,0
RE1,S22,PWRWAT,2038,0
RE1,S22,PWRWAT,2039,0
RE1,S22,PWRWAT,2040,0
RE1,S22,PWRWAT,2041,0
RE1,S22,PWRWAT,2042,0
RE1,S22,PWRWAT,2043,0
RE1,S22,PWRWAT,2044,0
RE1,S22,PWRWAT,2045,0
RE1,S22,PWRWAT,2046,0
RE1,S22,PWRWAT,2047,0
RE1,S22,PWRWAT,2048,0
RE1,S22,PWRWAT,2049,0
RE1,S22,PWRWAT,2050,0
RE1,S22,DEMTRA,2020,0
RE1,S22,DEMTRA,2021,0
RE1,S22,DEMTRA,2022,0
RE1,S22,DEMTRA,2023,0
RE1,S22,DEMTRA,2024,0
RE1,S22,DEMTRA,2025,0
RE1,S22,DEMTRA,2026,0
RE1,S22,DEMTRA,2027,0
RE1,S22,DEMTRA,2028,0
RE1,S22,DEMTRA,2029,0
RE1,S22,DEMTRA,2030,0
RE1,S22,DEMTRA,2031,0
RE1,S22,DEMTRA,2032,0
RE1,S22,DEMTRA,2033,0
RE1,S22,DEMTRA,2034,0
RE1,S22,DEMTRA,2035,0
RE1,S22,DEMTRA,2036,0
RE1,S22,DEMTRA,2037,0
RE1,S22,DEMTRA,2038,0
RE1,S22,DEMTRA,2039,0
RE1,S22,DEMTRA,2040,0
RE1,S22,DEMTRA,2041,0
RE1,S22,DEMTRA,2042,0
RE1,S22,DEMTRA,2043,0
RE1,S22,DEMTRA,2044,0
RE1,S22,DEMTRA,2045,0
RE1,S22,DEMTRA,2046,0
RE1,S22,DEMTRA,2047,0
RE1,S22,DEMTRA,2048,0
RE1,S22,DEMTRA,2049,0
RE1,S22,DEMTRA,2050,0
RE1,S22,LGRS,2020,0
RE1,S22,LGRS,2021,0
RE1,S22,LGRS,2022,0
RE1,S22,LGRS,2023,0
RE1,S22,LGRS,2024,0
RE1,S22,LGRS,2025,0
RE1,S22,LGRS,2026,0
RE1,S22,LGRS,2027,0
RE1,S22,LGRS,2028,0
RE1,S22,LGRS,2029,0
RE1,S22,LGRS,2030,0
RE1,S22,LGRS,2031,0
RE1,S22,LGRS,2032,0
RE1,S22,LGRS,2033,0
RE1,S22,LGRS,2034,0
RE1,S22,LGRS,2035,0
RE1,S22,LGRS,2036,0
RE1,S22,LGRS,2037,0
RE1,S22,LGRS,2038,0
RE1,S22,LGRS,2039,0
RE1,S22,LGRS,2040,0
RE1,S22,LGRS,2041,0
RE1,S22,LGRS,2042,0
RE1,S22,LGRS,2043,0
RE1,S22,LGRS,2044,0
RE1,S22,LGRS,2045,0
RE1,S22,LGRS,2046,0
RE1,S22,LGRS,2047,0
RE1,S22,LGRS,2048,0
RE1,S22,LGRS,2049,0
RE1,S22,LGRS,2050,0
RE1,S31,COA,2020,0
RE1,S31,COA,2021,0
RE1,S31,COA,2022,0
RE1,S31,COA,2023,0
RE1,S31,COA,2024,0
RE1,S31,COA,2025,0
RE1,S31,COA,2026,0
RE1,S31,COA,2027,0
RE1,S31,COA,2028,0
RE1,S31,COA,2029,0
RE1,S31,COA,2030,0
RE1,S31,COA,2031,0
RE1,S31,COA,2032,0
RE1,S31,COA,2033,0
RE1,S31,COA,2034,0
RE1,S31,COA,2035,0
RE1,S31,COA,2036,0
RE1,S31,COA,2037,0
RE1,S31,COA,2038,0
RE1,S31,COA,2039,0
RE1,S31,COA,2040,0
RE1,S31,COA,2041,0
RE1,S31,COA,2042,0
RE1,S31,COA,2043,0
RE1,S31,COA,2044,0
RE1,S31,COA,2045,0
RE1,S31,COA,2046,0
RE1,S31,COA,2047,0
RE1,S31,COA,2048,0
RE1,S31,COA,2049,0
RE1,S31,COA,2050,0
RE1,S31,DSL,2020,0
RE1,S31,DSL,2021,0
RE1,S31,DSL,2022,0
RE1,S31,DSL,2023,0
RE1,S31,DSL,2024,0
RE1,S31,DSL,2025,0
RE1,S31,DSL,2026,0
RE1,S31,DSL,2027,0
RE1,S31,DSL,2028,0
RE1,S31,DSL,2029,0
RE1,S31,DSL,2030,0
RE1,S31,DSL,2031,0
RE1,S31,DSL,2032,0
RE1,S31,DSL,2033,0
RE1,S31,DSL,2034,0
RE1,S31,DSL,2035,0
RE1,S31,DSL,2036,0
RE1,S31,DSL,2037,0
RE1,S31,DSL,2038,0
RE1,S31,DSL,2039,0
RE1,S31,DSL,2040,0
RE1,S31,DSL,2041,0
RE1,S31,DSL,2042,0
RE1,S31,DSL,2043,0
RE1,S31,DSL,2044,0
RE1,S31,DSL,2045,0
RE1,S31,DSL,2046,0
RE1,S31,DSL,2047,0
RE1,S31,DSL,2048,0
RE1,S31,DSL,2049,0
RE1,S31,DSL,2050,0
RE1,S31,BIO,2020,0
RE1,S31,BIO,2021,0
RE1,S31,BIO,2022,0
RE1,S31,BIO,2023,0
RE1,S31,BIO,2024,0
RE1,S31,BIO,2025,0
RE1,S31,BIO,2026,0
RE1,S31,BIO,2027,0
RE1,S31,BIO,2028,0
RE1,S31,BIO,2029,0
RE1,S31,BIO,2030,0
RE1,S31,BIO,2031,0
RE1,S31,BIO,2032,0
RE1,S31,BIO,2033,0
RE1,S31,BIO,2034,0
RE1,S31,BIO,2035,0
RE1,S31,BIO,2036,0
RE1,S31,BIO,2037,0
RE1,S31,BIO,2038,0
RE1,S31,BIO,2039,0
RE1,S31,BIO,2040,0
RE1,S31,BIO,2041,0
RE1,S31,BIO,2042,0
RE1,S31,BIO,2043,0
RE1,S31,BIO,2044,0
RE1,S31,BIO,2045,0
RE1,S31,BIO,2046,0
RE1,S31,BIO,2047,0
RE1,S31,BIO,2048,0
RE1,S31,BIO,2049,0
RE1,S31,BIO,2050,0
RE1,S31,GEO,2020,0
RE1,S31,GEO,2021,0
RE1,S31,GEO,2022,0
RE1,S31,GEO,2023,0
RE1,S31,GEO,2024,0
RE1,S31,GEO,2025,0
RE1,S31,GEO,2026,0
RE1,S31,GEO,2027,0
RE1,S31,GEO,2028,0
RE1,S31,GEO,2029,0
RE1,S31,GEO,2030,0
RE1,S31,GEO,2031,0
RE1,S31,GEO,2032,0
RE1,S31,GEO,2033,0
RE1,S31,GEO,2034,0
RE1,S31,GEO,2035,0
RE1,S31,GEO,2036,0
RE1,S31,GEO,2037,0
RE1,S31,GEO,2038,0
RE1,S31,GEO,2039,0
RE1,S31,GEO,2040,0
RE1,S31,GEO,2041,0
RE1,S31,GEO,2042,0
RE1,S31,GEO,2043,0
RE1,S31,GEO,2044,0
RE1,S31,GEO,2045,0
RE1,S31,GEO,2046,0
RE1,S31,GEO,2047,0
RE1,S31,GEO,2048,0
RE1,S31,GEO,2049,0
RE1,S31,GEO,2050,0
RE1,S31,ELC001,2020,0
RE1,S31,ELC001,2021,0
RE1,S31,ELC001,2022,0
RE1,S31,ELC001,2023,0
RE1,S31,ELC001,2024,0
RE1,S31,ELC001,2025,0
RE1,S31,ELC001,2026,0
RE1,S31,ELC001,2027,0
RE1,S31,ELC001,2028,0
RE1,S31,ELC001,2029,0
RE1,S31,ELC001,2030,0
RE1,S31,ELC001,2031,0
RE1,S31,ELC001,2032,0
RE1,S31,ELC001,2033,0
RE1,S31,ELC001,2034,0
RE1,S31,ELC001,2035,0
RE1,S31,ELC001,2036,0
RE1,S31,ELC001,2037,0
RE1,S31,ELC001,2038,0
RE1,S31,ELC001,2039,0
RE1,S31,ELC001,2040,0
RE1,S31,ELC001,2041,0
RE1,S31,ELC001,2042,0
RE1,S31,ELC001,2043,0
RE1,S31,ELC001,2044,0
RE1,S31,ELC001,2045,0
RE1,S31,ELC001,2046,0
RE1,S31,ELC001,2047,0
RE1,S31,ELC001,2048,0
RE1,S31,ELC001,2049,0
RE1,S31,ELC001,2050,0
RE1,S31,ELC002,2020,5.7504
RE1,S31,ELC002,2021,5.847
RE1,S31,ELC002,2022,6.7986
RE1,S31,ELC002,2023,7.9249
RE1,S31,ELC002,2024,9.063
RE1,S31,ELC002,2025,10.2138
RE1,S31,ELC002,2026,11.3779
RE1,S31,ELC002,2027,12.5563
RE1,S31,ELC002,2028,13.7499
RE1,S31,ELC002,2029,14.9596
RE1,S31,ELC002,2030,16.1866
RE1,S31,ELC002,2031,17.5206
RE1,S31,ELC002,2032,18.8773
RE1,S31,ELC002,2033,20.2581
RE1,S31,ELC002,2034,21.6649
RE1,S31,ELC002,2035,23.0994
RE1,S31,ELC002,2036,24.5635
RE1,S31,ELC002,2037,26.0594
RE1,S31,ELC002,2038,27.5892
RE1,S31,ELC002,2039,29.1553
RE1,S31,ELC002,2040,30.7603
RE1,S31,ELC002,2041,32.2079
RE1,S31,ELC002,2042,33.6702
RE1,S31,ELC002,2043,35.1477
RE1,S31,ELC002,2044,36.6411
RE1,S31,ELC002,2045,38.151
RE1,S31,ELC002,2046,39.678
RE1,S31,ELC002,2047,41.2229
RE1,S31,ELC002,2048,42.7863
RE1,S31,ELC002,2049,44.3691
RE1,S31,ELC002,2050,45.9719
RE1,S31,PET,2020,0
RE1,S31,PET,2021,0
RE1,S31,PET,2022,0
RE1,S31,PET,2023,0
RE1,S31,PET,2024,0
RE1,S31,PET,2025,0
RE1,S31,PET,2026,0
RE1,S31,PET,2027,0
RE1,S31,PET,2028,0
RE1,S31,PET,2029,0
RE1,S31,PET,2030,0
RE1,S31,PET,2031,0
RE1,S31,PET,2032,0
RE1,S31,PET,2033,0
RE1,S31,PET,2034,0
RE1,S31,PET,2035,0
RE1,S31,PET,2036,0
RE1,S31,PET,2037,0
RE1,S31,PET,2038,0
RE1,S31,PET,2039,0
RE1,S31,PET,2040,0
RE1,S31,PET,2041,0
RE1,S31,PET,2042,0
RE1,S31,PET,2043,0
RE1,S31,PET,2044,0
RE1,S31,PET,2045,0
RE1,S31,PET,2046,0
RE1,S31,PET,2047,0
RE1,S31,PET,2048,0
RE1,S31,PET,2049,0
RE1,S31,PET,2050,0
RE1,S31,DEMRESBIO,2020,0
RE1,S31,DEMRESBIO,2021,0
RE1,S31,DEMRESBIO,2022,0
RE1,S31,DEMRESBIO,2023,0
RE1,S31,DEMRESBIO,2024,0
RE1,S31,DEMRESBIO,2025,0
RE1,S31,DEMRESBIO,2026,0
RE1,S31,DEMRESBIO,2027,0
RE1,S31,DEMRESBIO,2028,0
RE1,S31,DEMRESBIO,2029,0
RE1,S31,DEMRESBIO,2030,0
RE1,S31,DEMRESBIO,2031,0
RE1,S31,DEMRESBIO,2032,0
RE1,S31,DEMRESBIO,2033,0
RE1,S31,DEMRESBIO,2034,0
RE1,S31,DEMRESBIO,2035,0
RE1,S31,DEMRESBIO,2036,0
RE1,S31,DEMRESBIO,2037,0
RE1,S31,DEMRESBIO,2038,0
RE1,S31,DEMRESBIO,2039,0
RE1,S31,DEMRESBIO,2040,0
RE1,S31,DEMRESBIO,2041,0
RE1,S31,DEMRESBIO,2042,0
RE1,S31,DEMRESBIO,2043,0
RE1,S31,DEMRESBIO,2044,0
RE1,S31,DEMRESBIO,2045,0
RE1,S31,DEMRESBIO,2046,0
RE1,S31,DEMRESBIO,2047,0
RE1,S31,DEMRESBIO,2048,0
RE1,S31,DEMRESBIO,2049,0
RE1,S31,DEMRESBIO,2050,0
RE1,S31,DEMINDCOA,2020,0
RE1,S31,DEMINDCOA,2021,0
RE1,S31,DEMINDCOA,2022,0
RE1,S31,DEMINDCOA,2023,0
RE1,S31,DEMINDCOA,2024,0
RE1,S31,DEMINDCOA,2025,0
RE1,S31,DEMINDCOA,2026,0
RE1,S31,DEMINDCOA,2027,0
RE1,S31,DEMINDCOA,2028,0
RE1,S31,DEMINDCOA,2029,0
RE1,S31,DEMINDCOA,2030,0
RE1,S31,DEMINDCOA,2031,0
RE1,S31,DEMINDCOA,2032,0
RE1,S31,DEMINDCOA,2033,0
RE1,S31,DEMINDCOA,2034,0
RE1,S31,DEMINDCOA,2035,0
RE1,S31,DEMINDCOA,2036,0
RE1,S31,DEMINDCOA,2037,0
RE1,S31,DEMINDCOA,2038,0
RE1,S31,DEMINDCOA,2039,0
RE1,S31,DEMINDCOA,2040,0
RE1,S31,DEMINDCOA,2041,0
RE1,S31,DEMINDCOA,2042,0
RE1,S31,DEMINDCOA,2043,0
RE1,S31,DEMINDCOA,2044,0
RE1,S31,DEMINDCOA,2045,0
RE1,S31,DEMINDCOA,2046,0
RE1,S31,DEMINDCOA,2047,0
RE1,S31,DEMINDCOA,2048,0
RE1,S31,DEMINDCOA,2049,0
RE1,S31,DEMINDCOA,2050,0
RE1,S31,LND,2020,0
RE1,S31,LND,2021,0
RE1,S31,LND,2022,0
RE1,S31,LND,2023,0
RE1,S31,LND,2024,0
RE1,S31,LND,2025,0
RE1,S31,LND,2026,0
RE1,S31,LND,2027,0
RE1,S31,LND,2028,0
RE1,S31,LND,2029,0
RE1,S31,LND,2030,0
RE1,S31,LND,2031,0
RE1,S31,LND,2032,0
RE1,S31,LND,2033,0
RE1,S31,LND,2034,0
RE1,S31,LND,2035,0
RE1,S31,LND,2036,0
RE1,S31,LND,2037,0
RE1,S31,LND,2038,0
RE1,S31,LND,2039,0
RE1,S31,LND,2040,0
RE1,S31,LND,2041,0
RE1,S31,LND,2042,0
RE1,S31,LND,2043,0
RE1,S31,LND,2044,0
RE1,S31,LND,2045,0
RE1,S31,LND,2046,0
RE1,S31,LND,2047,0
RE1,S31,LND,2048,0
RE1,S31,LND,2049,0
RE1,S31,LND,2050,0
RE1,S31,CRPCER,2020,0
RE1,S31,CRPCER,2021,0
RE1,S31,CRPCER,2022,0
RE1,S31,CRPCER,2023,0
RE1,S31,CRPCER,2024,0
RE1,S31,CRPCER,2025,0
RE1,S31,CRPCER,2026,0
RE1,S31,CRPCER,2027,0
RE1,S31,CRPCER,2028,0
RE1,S31,CRPCER,2029,0
RE1,S31,CRPCER,2030,0
RE1,S31,CRPCER,2031,0
RE1,S31,CRPCER,2032,0
RE1,S31,CRPCER,2033,0
RE1,S31,CRPCER,2034,0
RE1,S31,CRPCER,2035,0
RE1,S31,CRPCER,2036,0
RE1,S31,CRPCER,2037,0
RE1,S31,CRPCER,2038,0
RE1,S31,CRPCER,2039,0
RE1,S31,CRPCER,2040,0
RE1,S31,CRPCER,2041,0
RE1,S31,CRPCER,2042,0
RE1,S31,CRPCER,2043,0
RE1,S31,CRPCER,2044,0
RE1,S31,CRPCER,2045,0
RE1,S31,CRPCER,2046,0
RE1,S31,CRPCER,2047,0
RE1,S31,CRPCER,2048,0
RE1,S31,CRPCER,2049,0
RE1,S31,CRPCER,2050,0
RE1,S31,CRPMAI,2020,0
RE1,S31,CRPMAI,2021,0
RE1,S31,CRPMAI,2022,0
RE1,S31,CRPMAI,2023,0
RE1,S31,CRPMAI,2024,0
RE1,S31,CRPMAI,2025,0
RE1,S31,CRPMAI,2026,0
RE1,S31,CRPMAI,2027,0
RE1,S31,CRPMAI,2028,0
RE1,S31,CRPMAI,2029,0
RE1,S31,CRPMAI,2030,0
RE1,S31,CRPMAI,2031,0
RE1,S31,CRPMAI,2032,0
RE1,S31,CRPMAI,2033,0
RE1,S31,CRPMAI,2034,0
RE1,S31,CRPMAI,2035,0
RE1,S31,CRPMAI,2036,0
RE1,S31,CRPMAI,2037,0
RE1,S31,CRPMAI,2038,0
RE1,S31,CRPMAI,2039,0
RE1,S31,CRPMAI,2040,0
RE1,S31,CRPMAI,2041,0
RE1,S31,CRPMAI,2042,0
RE1,S31,CRPMAI,2043,0
RE1,S31,CRPMAI,2044,0
RE1,S31,CRPMAI,2045,0
RE1,S31,CRPMAI,2046,0
RE1,S31,CRPMAI,2047,0
RE1,S31,CRPMAI,2048,0
RE1,S31,CRPMAI,2049,0
RE1,S31,CRPMAI,2050,0
RE1,S31,CRPWHE,2020,0
RE1,S31,CRPWHE,2021,0
RE1,S31,CRPWHE,2022,0
RE1,S31,CRPWHE,2023,0
RE1,S31,CRPWHE,2024,0
RE1,S31,CRPWHE,2025,0
RE1,S31,CRPWHE,2026,0
RE1,S31,CRPWHE,2027,0
RE1,S31,CRPWHE,2028,0
RE1,S31,CRPWHE,2029,0
RE1,S31,CRPWHE,2030,0
RE1,S31,CRPWHE,2031,0
RE1,S31,CRPWHE,2032,0
RE1,S31,CRPWHE,2033,0
RE1,S31,CRPWHE,2034,0
RE1,S31,CRPWHE,2035,0
RE1,S31,CRPWHE,2036,0
RE1,S31,CRPWHE,2037,0
RE1,S31,CRPWHE,2038,0
RE1,S31,CRPWHE,2039,0
RE1,S31,CRPWHE,2040,0
RE1,S31,CRPWHE,2041,0
RE1,S31,CRPWHE,2042,0
RE1,S31,CRPWHE,2043,0
RE1,S31,CRPWHE,2044,0
RE1,S31,CRPWHE,2045,0
RE1,S31,CRPWHE,2046,0
RE1,S31,CRPWHE,2047,0
RE1,S31,CRPWHE,2048,0
RE1,S31,CRPWHE,2049,0
RE1,S31,CRPWHE,2050,0
RE1,S31,CRPSOR,2020,0
RE1,S31,CRPSOR,2021,0
RE1,S31,CRPSOR,2022,0
RE1,S31,CRPSOR,2023,0
RE1,S31,CRPSOR,2024,0
RE1,S31,CRPSOR,2025,0
RE1,S31,CRPSOR,2026,0
RE1,S31,CRPSOR,2027,0
RE1,S31,CRPSOR,2028,0
RE1,S31,CRPSOR,2029,0
RE1,S31,CRPSOR,2030,0
RE1,S31,CRPSOR,2031,0
RE1,S31,CRPSOR,2032,0
RE1,S31,CRPSOR,2033,0
RE1,S31,CRPSOR,2034,0
RE1,S31,CRPSOR,2035,0
RE1,S31,CRPSOR,2036,0
RE1,S31,CRPSOR,2037,0
RE1,S31,CRPSOR,2038,0
RE1,S31,CRPSOR,2039,0
RE1,S31,CRPSOR,2040,0
RE1,S31,CRPSOR,2041,0
RE1,S31,CRPSOR,2042,0
RE1,S31,CRPSOR,2043,0
RE1,S31,CRPSOR,2044,0
RE1,S31,CRPSOR,2045,0
RE1,S31,CRPSOR,2046,0
RE1,S31,CRPSOR,2047,0
RE1,S31,CRPSOR,2048,0
RE1,S31,CRPSOR,2049,0
RE1,S31,CRPSOR,2050,0
RE1,S31,CRPBRL,2020,0
RE1,S31,CRPBRL,2021,0
RE1,S31,CRPBRL,2022,0
RE1,S31,CRPBRL,2023,0
RE1,S31,CRPBRL,2024,0
RE1,S31,CRPBRL,2025,0
RE1,S31,CRPBRL,2026,0
RE1,S31,CRPBRL,2027,0
RE1,S31,CRPBRL,2028,0
RE1,S31,CRPBRL,2029,0
RE1,S31,CRPBRL,2030,0
RE1,S31,CRPBRL,2031,0
RE1,S31,CRPBRL,2032,0
RE1,S31,CRPBRL,2033,0
RE1,S31,CRPBRL,2034,0
RE1,S31,CRPBRL,2035,0
RE1,S31,CRPBRL,2036,0
RE1,S31,CRPBRL,2037,0
RE1,S31,CRPBRL,2038,0
RE1,S31,CRPBRL,2039,0
RE1,S31,CRPBRL,2040,0
RE1,S31,CRPBRL,2041,0
RE1,S31,CRPBRL,2042,0
RE1,S31,CRPBRL,2043,0
RE1,S31,CRPBRL,2044,0
RE1,S31,CRPBRL,2045,0
RE1,S31,CRPBRL,2046,0
RE1,S31,CRPBRL,2047,0
RE1,S31,CRPBRL,2048,0
RE1,S31,CRPBRL,2049,0
RE1,S31,CRPBRL,2050,0
RE1,S31,CRPCOF,2020,0
RE1,S31,CRPCOF,2021,0
RE1,S31,CRPCOF,2022,0
RE1,S31,CRPCOF,2023,0
RE1,S31,CRPCOF,2024,0
RE1,S31,CRPCOF,2025,0
RE1,S31,CRPCOF,2026,0
RE1,S31,CRPCOF,2027,0
RE1,S31,CRPCOF,2028,0
RE1,S31,CRPCOF,2029,0
RE1,S31,CRPCOF,2030,0
RE1,S31,CRPCOF,2031,0
RE1,S31,CRPCOF,2032,0
RE1,S31,CRPCOF,2033,0
RE1,S31,CRPCOF,2034,0
RE1,S31,CRPCOF,2035,0
RE1,S31,CRPCOF,2036,0
RE1,S31,CRPCOF,2037,0
RE1,S31,CRPCOF,2038,0
RE1,S31,CRPCOF,2039,0
RE1,S31,CRPCOF,2040,0
RE1,S31,CRPCOF,2041,0
RE1,S31,CRPCOF,2042,0
RE1,S31,CRPCOF,2043,0
RE1,S31,CRPCOF,2044,0
RE1,S31,CRPCOF,2045,0
RE1,S31,CRPCOF,2046,0
RE1,S31,CRPCOF,2047,0
RE1,S31,CRPCOF,2048,0
RE1,S31,CRPCOF,2049,0
RE1,S31,CRPCOF,2050,0
RE1,S31,CRPOTC,2020,0
RE1,S31,CRPOTC,2021,0
RE1,S31,CRPOTC,2022,0
RE1,S31,CRPOTC,2023,0
RE1,S31,CRPOTC,2024,0
RE1,S31,CRPOTC,2025,0
RE1,S31,CRPOTC,2026,0
RE1,S31,CRPOTC,2027,0
RE1,S31,CRPOTC,2028,0
RE1,S31,CRPOTC,2029,0
RE1,S31,CRPOTC,2030,0
RE1,S31,CRPOTC,2031,0
RE1,S31,CRPOTC,2032,0
RE1,S31,CRPOTC,2033,0
RE1,S31,CRPOTC,2034,0
RE1,S31,CRPOTC,2035,0
RE1,S31,CRPOTC,2036,0
RE1,S31,CRPOTC,2037,0
RE1,S31,CRPOTC,2038,0
RE1,S31,CRPOTC,2039,0
RE1,S31,CRPOTC,2040,0
RE1,S31,CRPOTC,2041,0
RE1,S31,CRPOTC,2042,0
RE1,S31,CRPOTC,2043,0
RE1,S31,CRPOTC,2044,0
RE1,S31,CRPOTC,2045,0
RE1,S31,CRPOTC,2046,0
RE1,S31,CRPOTC,2047,0
RE1,S31,CRPOTC,2048,0
RE1,S31,CRPOTC,2049,0
RE1,S31,CRPOTC,2050,0
RE1,S31,TRABIO,2020,0
RE1,S31,TRABIO,2021,0
RE1,S31,TRABIO,2022,0
RE1,S31,TRABIO,2023,0
RE1,S31,TRABIO,2024,0
RE1,S31,TRABIO,2025,0
RE1,S31,TRABIO,2026,0
RE1,S31,TRABIO,2027,0
RE1,S31,TRABIO,2028,0
RE1,S31,TRABIO,2029,0
RE1,S31,TRABIO,2030,0
RE1,S31,TRABIO,2031,0
RE1,S31,TRABIO,2032,0
RE1,S31,TRABIO,2033,0
RE1,S31,TRABIO,2034,0
RE1,S31,TRABIO,2035,0
RE1,S31,TRABIO,2036,0
RE1,S31,TRABIO,2037,0
RE1,S31,TRABIO,2038,0
RE1,S31,TRABIO,2039,0
